email,sex,isLGBTQIA,age,civilStatus,isPasigueno,yearsInPasig,barangay,familyMonthlyIncome,religion,curricularProgram,academicStatus,workingStudent,deansLister,presidentsLister,feederSchool,strandInSHS,isPWD
anthony.martin727@gmail.com,Female,Yes,24 years old,Separated,No,less than 1 year,Antipolo,"Between Php21,195 to Php43,838",Iglesia Ni Cristo,BSN,Regular,No,No,No,Public,GAS,No
anthony.martinez492@gmail.com,Female,No,21 years old,Single Parent,Yes,26 years and above,Santa Lucia,"Between Php9,520 to Php21,194",Baptist,BSN,Regular,No,No,No,Public,ABM,No
anthony.miller187@gmail.com,Male,No,22 years old,Widower,Yes,1 - 5 years,Dela Paz,"Between Php131,485 to Php219,140",The Church of Jesus Christ of Latter-Day Saints,BSED-ENG,Regular,Yes,Yes,No,Public,HUMSS,No
anthony.miller@gmail.com,Female,No,23 years old,Single,Yes,11 - 15 years,Ugong,"Between Php9,520 to Php21,194",Born - Again Christian,BSA,Regular,No,No,No,Private,GAS,No
anthony.mitchell652@gmail.com,Female,No,19 years old,Married,No,less than 1 year,"Montalban, Rizal","Between Php76,670 to Php131,484",Baptist,BSECE,Irregular,No,No,No,Public,HUMSS,No
anthony.moore@gmail.com,Female,No,24 years old,Separated,Yes,1 - 5 years,Bagong Ilog,"Between Php76,670 to Php131,484",Seventh-Day Adventist,BEED,Irregular,No,No,No,Public,STEM,No
anthony.nguyen@gmail.com,Female,No,25 years old and above,Married,Yes,26 years and above,San Joaquin,"Less than Php9,520",Protestant/Pentecostal,BEED,Regular,No,No,No,Private,TVL Track,No
anthony.robinson697@gmail.com,Female,No,25 years old and above,Single Parent,Yes,16 - 20 years,Pinagbuhatan,"Between Php21,195 to Php43,838",LDS Mormon,BSED-ENG,Regular,No,No,No,Public,ABM,No
anthony.robinson916@gmail.com,Female,Yes,25 years old and above,Living with Partner,No,less than 1 year,Binangonan,"Between Php131,485 to Php219,140",Baptist,BSED-FIL,Regular,Yes,Yes,No,Private,HUMSS,No
anthony.robinson@gmail.com,Male,No,below 18 years old,Living with Partner,Yes,6 - 10 years,Ugong,"Between Php131,485 to Php219,140",No Religion,BSA,Regular,No,No,No,Private,STEM,Yes
anthony.rodriguez6@gmail.com,Female,No,25 years old and above,Married,Yes,less than 1 year,Kapitolyo,"Between Php43,839 to Php76,669",Aglipay,BSBA,Regular,No,No,No,Public,GAS,No
anthony.rodriguez987@gmail.com,Female,No,25 years old and above,Single Parent,Yes,26 years and above,San Miguel,"Between Php9,520 to Php21,194",Methodist,BSED-MATH,Irregular,No,No,No,Private,Sports Track,No
anthony.scott962@gmail.com,Male,No,25 years old and above,Married,No,less than 1 year,Mandaluyong City,"Less than Php9,520",Born - Again Christian,BSCS,Irregular,Yes,No,No,Private,STEM,No
anthony.scott@gmail.com,Female,No,19 years old,Married,Yes,21 - 25 years,Caniogan,"Between Php76,670 to Php131,484",Atheist,BSN,Regular,No,No,No,Private,HUMSS,No
anthony.smith@gmail.com,Male,No,18 years old,Single Parent,Yes,1 - 5 years,Buting,"Less than Php9,520",Undetermined,BSED-FIL,Regular,No,No,No,Public,STEM,Yes
anthony.taylor108@gmail.com,Female,No,25 years old and above,Single Parent,No,less than 1 year,Cainta,"Between Php43,839 to Php76,669",Aglipay,BSED-ENG,Regular,Yes,Yes,No,Private,HUMSS,No
anthony.wright@gmail.com,Female,No,24 years old,Married,Yes,1 - 5 years,Rosario,"Between Php9,520 to Php21,194",Members Church of God International,BSHM,Irregular,No,No,No,Public,STEM,No
ashley.adams535@gmail.com,Female,No,21 years old,Married,Yes,11 - 15 years,San Joaquin,"Between Php76,670 to Php131,484",LDS Mormon,BSED-MATH,Regular,No,No,No,Private,GAS,No
ashley.adams556@gmail.com,Male,No,24 years old,Living with Partner,Yes,26 years and above,Malinao,"Between Php9,520 to Php21,194",LDS Mormon,BSED-MATH,Irregular,Yes,No,No,Private,STEM,No
ashley.allen17@gmail.com,Male,No,20 years old,Single Parent,No,less than 1 year,Antipolo,"Between Php21,195 to Php43,838",Undetermined,BSIT,Regular,No,No,No,Public,ABM,No
ashley.allen@gmail.com,Female,No,below 18 years old,Married,Yes,26 years and above,San Jose,"Between Php43,839 to Php76,669",The Church of Jesus Christ of Latter-Day Saints,BSED-MATH,Irregular,No,No,Yes,Private,GAS,No
ashley.anderson317@gmail.com,Female,No,below 18 years old,Separated,Yes,less than 1 year,San Antonio,"Less than Php9,520",World Mission Society Church of God,BSCS,Irregular,No,No,No,Public,HUMSS,No
ashley.anderson869@gmail.com,Male,No,23 years old,Widower,No,less than 1 year,Catanduanes,"Between Php131,485 to Php219,140",Seventh-Day Adventist,BSED-MATH,Irregular,No,Yes,No,Private,Sports Track,No
ashley.anderson906@gmail.com,Female,No,21 years old,Single Parent,Yes,21 - 25 years,Oranbo,"Between Php76,670 to Php131,484",Methodist,BSED-MATH,Irregular,Yes,No,No,Public,GAS,No
ashley.anderson@gmail.com,Male,No,25 years old and above,Single,Yes,less than 1 year,Dela Paz,"From Php219,140 and up",World Mission Society Church of God,BSCS,Irregular,No,Yes,No,Private,HUMSS,No
ashley.brown344@gmail.com,Male,No,22 years old,Married,Yes,26 years and above,Pineda,"From Php219,140 and up",Islam,ABPSYCH,Irregular,No,No,Yes,Public,Sports Track,No
ashley.davis@gmail.com,Male,Yes,24 years old,Widower,Yes,6 - 10 years,San Nicolas,"Between Php43,839 to Php76,669",Undetermined,BEED,Irregular,No,No,No,Public,TVL Track,No
ashley.flores279@gmail.com,Male,No,20 years old,Widower,Yes,16 - 20 years,Manggahan,"From Php219,140 and up",Protestant/Pentecostal,BSBA,Irregular,No,No,No,Public,Sports Track,No
ashley.flores401@gmail.com,Female,No,19 years old,Widower,Yes,less than 1 year,Maybunga,"Less than Php9,520",Jehovah's Witness,BSBA,Regular,Yes,No,No,Private,GAS,No
ashley.flores@gmail.com,Female,No,24 years old,Married,Yes,less than 1 year,Dela Paz,"Between Php9,520 to Php21,194",Jehovah's Witness,BSN,Regular,Yes,Yes,No,Private,GAS,No
ashley.garcia578@gmail.com,Male,No,20 years old,Married,Yes,11 - 15 years,Santa Rosa,"Between Php76,670 to Php131,484",Roman Catholic,BSHM,Regular,No,No,No,Public,STEM,No
ashley.green877@gmail.com,Male,No,20 years old,Single Parent,Yes,16 - 20 years,Sagad,"Between Php76,670 to Php131,484",Born - Again Christian,BSN,Regular,No,No,No,Private,Sports Track,No
ashley.hall872@gmail.com,Female,No,25 years old and above,Single,No,less than 1 year,Taguig City,"Less than Php9,520",Members Church of God International,BSA,Regular,Yes,No,No,Private,GAS,No
ashley.hall@gmail.com,Female,Yes,22 years old,Single,No,less than 1 year,Teresa,"Less than Php9,520",Aglipay,BSCS,Regular,Yes,No,Yes,Private,TVL Track,No
ashley.harris@gmail.com,Female,No,19 years old,Widower,Yes,6 - 10 years,San Miguel,"From Php219,140 and up",World Mission Society Church of God,BSA,Irregular,No,Yes,No,Private,Sports Track,No
ashley.hill@gmail.com,Female,No,18 years old,Married,Yes,16 - 20 years,Caniogan,"Between Php43,839 to Php76,669",Seventh-Day Adventist,BSED-MATH,Regular,No,Yes,No,Public,HUMSS,No
ashley.jackson@gmail.com,Female,No,18 years old,Widower,Yes,16 - 20 years,Pinagbuhatan,"Between Php9,520 to Php21,194",Baptist,BSCS,Regular,No,No,No,Public,GAS,No
ashley.johnson@gmail.com,Male,No,25 years old and above,Single Parent,No,less than 1 year,Mandaluyong City,"Between Php76,670 to Php131,484",Atheist,BSHM,Regular,No,No,No,Private,TVL Track,No
ashley.king@gmail.com,Female,No,22 years old,Living with Partner,Yes,16 - 20 years,Santa Lucia,"Between Php43,839 to Php76,669",Seventh-Day Adventist,BSHM,Regular,No,No,No,Public,GAS,No
ashley.lee@gmail.com,Female,No,20 years old,Widower,Yes,16 - 20 years,Oranbo,"From Php219,140 and up",The Church of Jesus Christ of Latter-Day Saints,BSED-FIL,Regular,No,Yes,No,Public,HUMSS,No
ashley.lopez56@gmail.com,Male,No,23 years old,Separated,Yes,21 - 25 years,San Antonio,"Between Php21,195 to Php43,838",LDS Mormon,BSN,Irregular,No,No,No,Private,TVL Track,No
ashley.martin@gmail.com,Male,No,19 years old,Widower,No,less than 1 year,Taguig City,"Between Php43,839 to Php76,669",Seventh-Day Adventist,BSBA,Regular,No,No,Yes,Private,ABM,No
ashley.martinez849@gmail.com,Male,No,25 years old and above,Married,No,less than 1 year,Mandaluyong City,"Between Php131,485 to Php219,140",The Church of Jesus Christ of Latter-Day Saints,BSIT,Irregular,No,No,No,Public,TVL Track,No
ashley.martinez@gmail.com,Female,No,18 years old,Living with Partner,Yes,16 - 20 years,Kapasigan,"Between Php76,670 to Php131,484",Roman Catholic,BSED-FIL,Regular,No,No,No,Public,HUMSS,No
ashley.mitchell385@gmail.com,Female,Yes,18 years old,Living with Partner,Yes,less than 1 year,Kapasigan,"Between Php21,195 to Php43,838",Agnostic,BSCS,Regular,No,No,No,Public,ABM,No
ashley.mitchell@gmail.com,Male,No,22 years old,Single,Yes,21 - 25 years,San Miguel,"Less than Php9,520",The Church of Jesus Christ of Latter-Day Saints,BEED,Irregular,No,No,No,Public,TVL Track,No
ashley.moore437@gmail.com,Male,No,18 years old,Single Parent,Yes,less than 1 year,Sumilang,"From Php219,140 and up",Aglipay,BSA,Regular,No,No,No,Private,STEM,No
ashley.perez@gmail.com,Male,No,18 years old,Single Parent,Yes,1 - 5 years,Sumilang,"Between Php9,520 to Php21,194",No Religion,BSBA,Irregular,Yes,No,Yes,Public,GAS,No
ashley.ramirez@gmail.com,Female,No,23 years old,Separated,Yes,16 - 20 years,Bagong Ilog,"Between Php76,670 to Php131,484",Undetermined,BSIT,Regular,No,No,No,Public,TVL Track,No
ashley.rivera14@gmail.com,Female,No,24 years old,Single,Yes,less than 1 year,Santo Tomas,"Between Php9,520 to Php21,194",Iglesia Ni Cristo,ABPSYCH,Regular,No,No,No,Private,Sports Track,No
ashley.rivera77@gmail.com,Male,No,24 years old,Single Parent,No,less than 1 year,Marikina City,"Between Php21,195 to Php43,838",Jehovah's Witness,BSHM,Regular,Yes,No,No,Public,STEM,No
ashley.rivera@gmail.com,Female,No,22 years old,Living with Partner,No,less than 1 year,Cainta,"Between Php131,485 to Php219,140",Methodist,BEED,Regular,No,No,No,Public,HUMSS,No
ashley.robinson369@gmail.com,Male,Yes,25 years old and above,Married,No,less than 1 year,Antipolo,"Between Php43,839 to Php76,669",Seventh-Day Adventist,BSHM,Irregular,No,No,No,Public,HUMSS,Yes
ashley.robinson45@gmail.com,Male,Yes,19 years old,Separated,Yes,21 - 25 years,Ugong,"Between Php9,520 to Php21,194",Jehovah's Witness,BSED-ENG,Irregular,No,Yes,No,Private,Sports Track,No
ashley.robinson@gmail.com,Female,No,22 years old,Single,No,less than 1 year,Bulacan,"Between Php76,670 to Php131,484",Agnostic,BSECE,Regular,No,No,No,Private,TVL Track,No
ashley.rodriguez@gmail.com,Male,Yes,20 years old,Single Parent,Yes,6 - 10 years,Maybunga,"From Php219,140 and up",Protestant/Pentecostal,BSED-ENG,Regular,Yes,No,No,Public,ABM,No
ashley.sanchez234@gmail.com,Male,No,20 years old,Married,Yes,less than 1 year,Malinao,"Less than Php9,520",Agnostic,BSN,Irregular,No,No,No,Private,STEM,No
ashley.scott616@gmail.com,Male,No,20 years old,Single Parent,Yes,1 - 5 years,Caniogan,"Between Php21,195 to Php43,838",Baptist,ABPSYCH,Regular,No,No,No,Public,STEM,No
ashley.smith178@gmail.com,Male,No,19 years old,Single Parent,No,less than 1 year,Quezon City,"From Php219,140 and up",Islam,BEED,Regular,Yes,No,No,Public,GAS,No
ashley.torres345@gmail.com,Male,No,18 years old,Widower,Yes,less than 1 year,Maybunga,"Between Php9,520 to Php21,194",Iglesia Ni Cristo,BSIT,Regular,No,No,No,Private,ABM,No
ashley.torres@gmail.com,Male,No,19 years old,Single,Yes,16 - 20 years,Buting,"From Php219,140 and up",The Church of Jesus Christ of Latter-Day Saints,BSN,Regular,No,No,No,Private,Sports Track,No
ashley.williams74@gmail.com,Female,No,24 years old,Single,Yes,11 - 15 years,Kapitolyo,"Between Php131,485 to Php219,140",World Mission Society Church of God,BSA,Regular,No,No,No,Public,HUMSS,No
ashley.williams786@gmail.com,Male,No,24 years old,Single,No,less than 1 year,Antipolo,"Between Php43,839 to Php76,669",Islam,BSHM,Regular,No,No,No,Public,STEM,No
ashley.wright@gmail.com,Male,No,20 years old,Single,Yes,less than 1 year,Santa Rosa,"Less than Php9,520",Baptist,BSCS,Regular,Yes,No,No,Private,ABM,No
ashley.young@gmail.com,Female,No,18 years old,Living with Partner,No,less than 1 year,Marikina City,"Between Php76,670 to Php131,484",LDS Mormon,ABPSYCH,Regular,No,No,No,Private,GAS,No
ava.allen536@gmail.com,Female,No,24 years old,Married,No,less than 1 year,Cavite,"Between Php21,195 to Php43,838",Roman Catholic,BSBA,Irregular,No,No,No,Public,TVL Track,No
ava.allen@gmail.com,Male,No,21 years old,Single Parent,Yes,11 - 15 years,Buting,"Between Php9,520 to Php21,194",No Religion,BSED-MATH,Irregular,No,No,No,Public,STEM,No
ava.anderson422@gmail.com,Female,No,below 18 years old,Married,Yes,6 - 10 years,Manggahan,"Between Php131,485 to Php219,140",Islam,BSCS,Regular,No,Yes,No,Public,Sports Track,No
ava.baker@gmail.com,Female,No,23 years old,Living with Partner,Yes,6 - 10 years,Pinagbuhatan,"Between Php131,485 to Php219,140",Seventh-Day Adventist,BSIT,Regular,No,No,No,Private,ABM,No
ava.clark@gmail.com,Male,No,18 years old,Widower,Yes,less than 1 year,Pinagbuhatan,"From Php219,140 and up",Jehovah's Witness,BSECE,Regular,Yes,No,No,Public,ABM,No
ava.flores168@gmail.com,Male,No,20 years old,Married,No,less than 1 year,Bulacan,"Between Php43,839 to Php76,669",Jehovah's Witness,BSIT,Regular,No,No,No,Private,GAS,Yes
ava.flores53@gmail.com,Male,No,23 years old,Widower,Yes,26 years and above,Santa Rosa,"Less than Php9,520",Members Church of God International,BSHM,Irregular,No,No,No,Public,Sports Track,No
ava.garcia964@gmail.com,Male,No,21 years old,Single,Yes,11 - 15 years,Caniogan,"Between Php43,839 to Php76,669",The Church of Jesus Christ of Latter-Day Saints,BSHM,Regular,No,No,No,Private,GAS,No
ava.gonzalez151@gmail.com,Male,No,below 18 years old,Single Parent,Yes,less than 1 year,San Joaquin,"Between Php9,520 to Php21,194",Iglesia Ni Cristo,BSED-MATH,Irregular,No,No,No,Private,ABM,No
ava.gonzalez@gmail.com,Female,No,21 years old,Single Parent,Yes,6 - 10 years,Sagad,"Between Php21,195 to Php43,838",Agnostic,ABPSYCH,Irregular,No,No,No,Public,Sports Track,No
ava.hall@gmail.com,Male,No,22 years old,Single Parent,Yes,26 years and above,Maybunga,"Between Php76,670 to Php131,484",Aglipay,BSA,Regular,No,No,No,Public,STEM,No
ava.hernandez147@gmail.com,Male,No,below 18 years old,Single,Yes,16 - 20 years,Bagong Ilog,"Between Php9,520 to Php21,194",Jehovah's Witness,BSCS,Regular,No,No,No,Private,TVL Track,No
ava.jackson@gmail.com,Male,No,18 years old,Separated,No,less than 1 year,Teresa,"Between Php131,485 to Php219,140",World Mission Society Church of God,BSA,Regular,No,No,No,Private,TVL Track,Yes
ava.johnson733@gmail.com,Male,No,21 years old,Married,No,less than 1 year,Cavite,"Less than Php9,520",Methodist,BEED,Regular,No,No,No,Public,GAS,No
ava.king@gmail.com,Male,No,25 years old and above,Single Parent,Yes,1 - 5 years,Bambang,"Between Php21,195 to Php43,838",Roman Catholic,BSED-ENG,Regular,No,No,No,Private,TVL Track,No
ava.lee@gmail.com,Male,No,23 years old,Single Parent,Yes,1 - 5 years,Sagad,"Between Php76,670 to Php131,484",The Church of Jesus Christ of Latter-Day Saints,BSHM,Regular,No,No,No,Public,HUMSS,No
ava.lopez656@gmail.com,Female,No,23 years old,Living with Partner,Yes,21 - 25 years,Ugong,"Between Php131,485 to Php219,140",Born - Again Christian,BSECE,Regular,Yes,No,No,Private,TVL Track,No
ava.martinez@gmail.com,Female,No,20 years old,Single,Yes,26 years and above,Maybunga,"Between Php9,520 to Php21,194",Jehovah's Witness,BSED-ENG,Regular,No,Yes,No,Public,ABM,Yes
ava.miller@gmail.com,Female,No,25 years old and above,Living with Partner,No,less than 1 year,Bulacan,"Between Php76,670 to Php131,484",Agnostic,BSCS,Regular,No,No,No,Private,GAS,No
ava.mitchell816@gmail.com,Male,No,23 years old,Widower,No,less than 1 year,Taytay,"Between Php9,520 to Php21,194",LDS Mormon,BSED-FIL,Regular,Yes,No,No,Private,STEM,No
ava.mitchell852@gmail.com,Female,No,19 years old,Separated,Yes,1 - 5 years,San Joaquin,"Between Php76,670 to Php131,484",Roman Catholic,BEED,Irregular,Yes,No,No,Public,Sports Track,No
ava.moore455@gmail.com,Male,No,18 years old,Living with Partner,Yes,1 - 5 years,Sumilang,"Less than Php9,520",LDS Mormon,BSIT,Regular,No,No,No,Public,ABM,No
ava.nelson657@gmail.com,Male,Yes,21 years old,Married,Yes,26 years and above,San Miguel,"Less than Php9,520",Seventh-Day Adventist,BSECE,Irregular,No,No,No,Public,Sports Track,No
ava.scott755@gmail.com,Male,No,20 years old,Separated,Yes,1 - 5 years,Ugong,"Between Php76,670 to Php131,484",Aglipay,BSA,Regular,Yes,No,No,Private,TVL Track,No
ava.torres814@gmail.com,Female,No,24 years old,Single,No,less than 1 year,"Montalban, Rizal","Between Php9,520 to Php21,194",The Church of Jesus Christ of Latter-Day Saints,BSECE,Regular,No,No,No,Private,Sports Track,No
ava.williams475@gmail.com,Female,No,21 years old,Single,Yes,21 - 25 years,Manggahan,"From Php219,140 and up",Born - Again Christian,BSHM,Irregular,No,No,No,Private,TVL Track,Yes
ava.wright@gmail.com,Female,No,23 years old,Single Parent,Yes,less than 1 year,Manggahan,"Between Php43,839 to Php76,669",Islam,BSHM,Irregular,No,Yes,No,Public,TVL Track,No
ava.young@gmail.com,Female,No,below 18 years old,Single,Yes,6 - 10 years,Palatiw,"Between Php9,520 to Php21,194",Baptist,BSECE,Irregular,No,No,No,Private,GAS,No
b.baker@gmail.com,Male,No,22 years old,Widower,Yes,16 - 20 years,San Antonio,"Less than Php9,520",Seventh-Day Adventist,BSIT,Regular,No,Yes,No,Public,STEM,No
b.clark@gmail.com,Female,No,19 years old,Separated,Yes,16 - 20 years,Bagong Ilog,"From Php219,140 and up",Agnostic,BSED-FIL,Regular,No,No,No,Public,STEM,No
b.green@gmail.com,Female,No,20 years old,Living with Partner,Yes,11 - 15 years,Oranbo,"From Php219,140 and up",Iglesia Ni Cristo,BSED-ENG,Regular,No,No,No,Private,ABM,No
b.hall@gmail.com,Female,No,18 years old,Single Parent,No,less than 1 year,Antipolo,"From Php219,140 and up",Undetermined,BSCS,Regular,No,No,No,Public,TVL Track,No
b.harris@gmail.com,Male,No,21 years old,Widower,No,less than 1 year,Mandaluyong City,"Between Php76,670 to Php131,484",Members Church of God International,BSED-ENG,Regular,Yes,Yes,No,Public,ABM,No
b.jackson@gmail.com,Female,No,18 years old,Single Parent,No,less than 1 year,Marikina City,"Between Php43,839 to Php76,669",Baptist,BSED-ENG,Regular,No,No,No,Public,GAS,Yes
b.jones@gmail.com,Male,No,22 years old,Married,Yes,6 - 10 years,Bambang,"Between Php131,485 to Php219,140",Seventh-Day Adventist,BEED,Regular,No,No,No,Public,HUMSS,No
b.lee@gmail.com,Male,No,19 years old,Single Parent,Yes,11 - 15 years,Malinao,"Between Php131,485 to Php219,140",Jehovah's Witness,BEED,Irregular,Yes,Yes,No,Private,Sports Track,No
b.lewis@gmail.com,Male,No,21 years old,Widower,No,less than 1 year,Antipolo,"Less than Php9,520",Born - Again Christian,BSHM,Regular,No,No,No,Public,ABM,No
b.lopez@gmail.com,Female,No,23 years old,Married,Yes,16 - 20 years,Santa Lucia,"Between Php9,520 to Php21,194",Iglesia Ni Cristo,BEED,Regular,No,No,No,Private,ABM,No
b.martin@gmail.com,Male,No,18 years old,Single,Yes,11 - 15 years,San Jose,"Between Php21,195 to Php43,838",Agnostic,BSED-FIL,Irregular,No,No,No,Public,ABM,No
b.nguyen@gmail.com,Female,No,24 years old,Married,Yes,6 - 10 years,San Joaquin,"Between Php131,485 to Php219,140",Atheist,BSHM,Regular,Yes,Yes,No,Public,TVL Track,No
b.ramirez@gmail.com,Female,No,24 years old,Single Parent,Yes,1 - 5 years,Kapasigan,"Between Php9,520 to Php21,194",Aglipay,BSCS,Irregular,Yes,No,No,Public,TVL Track,No
b.rivera@gmail.com,Male,No,20 years old,Living with Partner,Yes,6 - 10 years,Rosario,"Between Php131,485 to Php219,140",Baptist,BSBA,Irregular,Yes,No,No,Public,Sports Track,No
b.smith@gmail.com,Male,No,24 years old,Single,Yes,6 - 10 years,Kapitolyo,"Between Php21,195 to Php43,838",Aglipay,BSIT,Regular,Yes,No,No,Private,ABM,No
